순위,선수명,팀명,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP,Year,Position,Inning
4,심우준,KT,0.254,63,16,4,1,1,11,4,0,10,2,2020,내야수,7
5,문상철,KT,0.208,24,5,0,2,2,5,2,0,8,1,2020,내야수,7
6,박승욱,KT,0.154,13,2,0,0,0,0,0,0,7,0,2020,내야수,7
7,천성호,KT,0.143,7,1,0,0,0,1,1,0,1,0,2020,내야수,7
8,김병희,KT,0.000,2,0,0,0,0,0,0,0,1,0,2020,내야수,7
8,김태훈,KT,0.000,1,0,0,0,0,0,0,0,1,0,2020,내야수,7
1,문상철,KT,0.455,22,10,0,0,3,11,2,0,7,1,2020,내야수,8
2,황재균,KT,0.373,59,22,4,1,5,14,5,1,7,1,2020,내야수,8
3,박승욱,KT,0.333,18,6,2,0,0,4,4,2,5,1,2020,내야수,8
4,박경수,KT,0.265,34,9,1,0,2,5,6,0,13,1,2020,내야수,8
5,강민국,KT,0.250,12,3,0,0,0,0,0,0,3,0,2020,내야수,8
6,심우준,KT,0.235,51,12,2,0,0,7,3,1,9,0,2020,내야수,8
7,천성호,KT,0.111,9,1,0,0,0,0,2,0,1,0,2020,내야수,8
8,김병희,KT,0.000,5,0,0,0,0,0,0,0,3,0,2020,내야수,8
8,김태훈,KT,0.000,2,0,0,0,0,0,0,0,0,0,2020,내야수,8
8,정주후,KT,-,0,0,0,0,0,0,1,0,0,0,2020,내야수,8
1,강민국,KT,0.273,11,3,0,0,0,1,2,0,2,0,2020,내야수,9
2,박승욱,KT,0.267,15,4,1,1,0,2,2,0,5,0,2020,내야수,9
3,황재균,KT,0.225,40,9,0,0,3,9,2,0,10,1,2020,내야수,9
4,심우준,KT,0.219,32,7,0,0,0,2,2,0,8,1,2020,내야수,9
5,김병희,KT,0.200,5,1,0,0,0,1,0,0,1,0,2020,내야수,9
6,박경수,KT,0.188,16,3,0,0,1,2,4,0,3,0,2020,내야수,9
7,천성호,KT,0.091,11,1,0,0,0,0,0,0,4,0,2020,내야수,9
8,문상철,KT,0.050,20,1,0,0,0,0,2,0,8,0,2020,내야수,9
9,정주후,KT,0.000,1,0,0,0,0,0,0,0,0,0,2020,내야수,9
1,강민국,KT,1.000,1,1,0,0,0,1,0,0,0,0,2020,내야수,"10,11,12,13,15,16,17,18"
2,박경수,KT,0.800,5,4,0,0,0,0,1,0,1,0,2020,내야수,"10,11,12,13,15,16,17,18"
3,황재균,KT,0.444,9,4,1,0,0,1,1,0,0,0,2020,내야수,"10,11,12,13,15,16,17,18"
4,문상철,KT,0.000,3,0,0,0,0,0,1,0,1,0,2020,내야수,"10,11,12,13,15,16,17,18"
4,박승욱,KT,0.000,4,0,0,0,0,0,1,0,2,0,2020,내야수,"10,11,12,13,15,16,17,18"
4,심우준,KT,0.000,9,0,0,0,0,1,1,0,4,0,2020,내야수,"10,11,12,13,15,16,17,18"
4,천성호,KT,0.000,4,0,0,0,0,0,0,0,1,0,2020,내야수,"10,11,12,13,15,16,17,18"
1,로하스,KT,0.394,109,43,11,0,11,36,10,1,26,4,2020,외야수,1
2,조용호,KT,0.313,80,25,2,0,0,5,11,0,21,1,2020,외야수,1
3,강백호,KT,0.280,82,23,5,0,1,21,16,0,23,2,2020,외야수,1
4,배정대,KT,0.275,69,19,2,0,1,3,6,0,22,1,2020,외야수,1
5,김민혁,KT,0.273,33,9,1,1,2,3,3,0,4,0,2020,외야수,1
6,유한준,KT,0.233,43,10,1,0,1,14,5,0,6,0,2020,외야수,1
1,강백호,KT,0.433,30,13,3,1,1,2,5,1,2,1,2020,외야수,2
2,로하스,KT,0.343,35,12,3,1,3,8,0,0,8,0,2020,외야수,2
3,유한준,KT,0.304,46,14,1,0,1,4,9,0,7,0,2020,외야수,2
4,김민혁,KT,0.263,19,5,0,0,0,4,1,0,4,1,2020,외야수,2
5,배정대,KT,0.226,62,14,1,1,1,7,13,1,21,2,2020,외야수,2
6,조용호,KT,0.206,34,7,0,0,0,2,7,1,9,0,2020,외야수,2
7,송민섭,KT,0.000,1,0,0,0,0,0,0,0,0,0,2020,외야수,2
7,홍현빈,KT,0.000,3,0,0,0,0,0,0,0,1,0,2020,외야수,2
1,배정대,KT,0.373,59,22,3,1,1,8,6,1,11,0,2020,외야수,3
2,로하스,KT,0.295,61,18,0,0,3,13,9,0,12,2,2020,외야수,3
3,강백호,KT,0.279,68,19,2,0,4,10,5,0,16,0,2020,외야수,3
4,조용호,KT,0.255,51,13,2,0,0,1,5,0,6,2,2020,외야수,3
5,유한준,KT,0.222,36,8,1,0,0,2,4,0,2,1,2020,외야수,3
6,김민혁,KT,0.194,31,6,1,0,1,1,2,0,8,0,2020,외야수,3
7,홍현빈,KT,0.000,1,0,0,0,0,0,0,0,0,0,2020,외야수,3
1,배정대,KT,0.396,48,19,3,0,2,6,9,1,9,2,2020,외야수,4
2,로하스,KT,0.339,62,21,4,0,7,16,7,0,15,0,2020,외야수,4
3,강백호,KT,0.298,57,17,4,0,3,7,4,0,11,2,2020,외야수,4
4,유한준,KT,0.283,53,15,2,0,2,4,4,0,8,0,2020,외야수,4
5,김민혁,KT,0.217,23,5,0,0,0,1,1,0,4,1,2020,외야수,4
6,조용호,KT,0.206,34,7,2,0,0,2,5,1,11,1,2020,외야수,4
7,홍현빈,KT,0.000,1,0,0,0,0,0,0,0,0,0,2020,외야수,4
1,강백호,KT,0.500,50,25,8,0,3,11,4,0,6,1,2020,외야수,5
2,로하스,KT,0.408,49,20,2,0,4,10,8,0,7,2,2020,외야수,5
3,유한준,KT,0.382,34,13,3,0,1,9,6,0,2,1,2020,외야수,5
4,배정대,KT,0.333,69,23,4,0,1,12,8,1,17,2,2020,외야수,5
5,조용호,KT,0.265,49,13,0,0,0,8,9,0,11,0,2020,외야수,5
6,김민혁,KT,0.182,22,4,0,0,0,0,4,1,4,0,2020,외야수,5
7,송민섭,KT,0.000,2,0,0,0,0,0,0,0,0,0,2020,외야수,5
7,홍현빈,KT,0.000,1,0,0,0,0,0,1,0,1,0,2020,외야수,5
1,강백호,KT,0.431,65,28,2,0,9,22,8,1,9,0,2020,외야수,6
2,로하스,KT,0.312,77,24,7,0,5,18,10,2,20,2,2020,외야수,6
3,유한준,KT,0.288,59,17,3,0,1,8,4,0,10,2,2020,외야수,6
4,조용호,KT,0.277,47,13,3,0,0,3,3,0,5,0,2020,외야수,6
5,김민혁,KT,0.269,26,7,2,0,0,5,3,1,5,0,2020,외야수,6
6,배정대,KT,0.259,58,15,4,1,3,10,9,1,9,1,2020,외야수,6
7,송민섭,KT,0.000,1,0,0,0,0,0,0,0,1,0,2020,외야수,6
7,홍현빈,KT,0.000,1,0,0,0,0,0,0,0,0,0,2020,외야수,6
1,로하스,KT,0.500,48,24,3,0,5,13,7,1,12,0,2020,외야수,7
2,조용호,KT,0.405,42,17,3,0,0,6,10,0,8,0,2020,외야수,7
3,배정대,KT,0.250,68,17,4,0,1,3,4,0,17,0,2020,외야수,7
4,김민혁,KT,0.238,21,5,0,0,0,4,3,0,5,0,2020,외야수,7
5,강백호,KT,0.216,51,11,6,0,1,7,11,0,7,1,2020,외야수,7
6,유한준,KT,0.209,43,9,3,0,2,9,3,0,9,3,2020,외야수,7
7,송민섭,KT,0.000,4,0,0,0,0,0,0,0,0,0,2020,외야수,7
7,홍현빈,KT,0.000,2,0,0,0,0,0,0,0,1,0,2020,외야수,7
1,조용호,KT,0.405,42,17,2,0,0,1,7,0,6,1,2020,외야수,8
2,로하스,KT,0.286,56,16,4,0,5,13,11,0,16,1,2020,외야수,8
3,유한준,KT,0.273,44,12,1,0,1,4,3,0,6,1,2020,외야수,8
4,배정대,KT,0.269,52,14,2,0,1,9,4,0,18,1,2020,외야수,8
5,송민섭,KT,0.263,19,5,0,1,1,4,2,0,7,0,2020,외야수,8
6,강백호,KT,0.259,54,14,2,0,0,7,5,2,9,0,2020,외야수,8
7,김민혁,KT,0.174,23,4,0,0,1,3,5,0,4,1,2020,외야수,8
8,박준혁,KT,0.000,1,0,0,0,0,0,0,0,1,0,2020,외야수,8
8,홍현빈,KT,0.000,5,0,0,0,0,0,2,0,1,0,2020,외야수,8
1,유한준,KT,0.391,23,9,2,0,2,9,2,0,1,1,2020,외야수,9
2,강백호,KT,0.364,33,12,2,0,1,2,3,1,6,0,2020,외야수,9
3,김민혁,KT,0.333,21,7,1,0,1,3,0,0,3,1,2020,외야수,9
4,송민섭,KT,0.300,10,3,1,0,0,1,3,1,3,0,2020,외야수,9
5,조용호,KT,0.296,27,8,1,0,0,4,5,0,5,1,2020,외야수,9
6,로하스,KT,0.268,41,11,4,0,3,6,2,1,13,0,2020,외야수,9
7,배정대,KT,0.200,40,8,2,0,1,4,7,0,17,0,2020,외야수,9
8,박준혁,KT,0.000,1,0,0,0,0,0,0,0,0,0,2020,외야수,9
8,홍현빈,KT,0.000,4,0,0,0,0,1,1,0,1,0,2020,외야수,9
1,배정대,KT,0.375,8,3,0,0,1,3,2,0,1,0,2020,외야수,"10,11,12,13,15,16,17,18"
2,김민혁,KT,0.333,3,1,0,1,0,1,0,0,1,0,2020,외야수,"10,11,12,13,15,16,17,18"
2,조용호,KT,0.333,3,1,0,0,0,0,2,0,1,0,2020,외야수,"10,11,12,13,15,16,17,18"
4,강백호,KT,0.300,10,3,2,0,0,0,5,0,4,0,2020,외야수,"10,11,12,13,15,16,17,18"
5,로하스,KT,0.250,12,3,1,0,1,2,1,0,3,0,2020,외야수,"10,11,12,13,15,16,17,18"
6,유한준,KT,0.200,5,1,0,0,0,1,0,0,0,0,2020,외야수,"10,11,12,13,15,16,17,18"
7,송민섭,KT,0.000,4,0,0,0,0,0,0,0,2,0,2020,외야수,"10,11,12,13,15,16,17,18"
7,홍현빈,KT,-,0,0,0,0,0,0,1,0,0,0,2020,외야수,"10,11,12,13,15,16,17,18"
1,장성우,KT,0.235,17,4,0,0,1,7,2,0,4,2,2020,포수,1
1,장성우,KT,0.328,67,22,4,0,4,16,7,1,6,4,2020,포수,2
2,허도환,KT,0.300,10,3,0,0,0,1,1,0,2,1,2020,포수,2
3,강현우,KT,0.200,5,1,0,0,0,0,0,0,2,0,2020,포수,2
4,이홍구,KT,0.133,15,2,0,0,1,1,1,0,6,0,2020,포수,2
1,강현우,KT,0.500,2,1,0,0,0,0,0,0,1,0,2020,포수,3
2,장성우,KT,0.386,44,17,2,0,3,12,5,0,4,1,2020,포수,3
3,허도환,KT,0.250,4,1,0,0,0,0,0,0,1,0,2020,포수,3
4,이홍구,KT,0.111,9,1,0,0,0,0,1,1,3,0,2020,포수,3
1,허도환,KT,0.375,8,3,0,0,0,1,0,0,2,0,2020,포수,4
2,장성우,KT,0.245,53,13,2,0,0,9,1,0,10,4,2020,포수,4
3,이홍구,KT,0.222,9,2,1,0,0,1,0,1,2,2,2020,포수,4
4,강현우,KT,0.000,3,0,0,0,0,0,1,0,3,0,2020,포수,4
1,장성우,KT,0.268,56,15,1,0,1,10,4,0,11,3,2020,포수,5
2,강현우,KT,0.250,4,1,1,0,0,1,0,0,1,0,2020,포수,5
3,이홍구,KT,0.231,13,3,0,0,0,0,1,0,3,1,2020,포수,5
4,허도환,KT,0.167,6,1,1,0,0,0,0,0,2,0,2020,포수,5
1,이홍구,KT,0.300,10,3,0,0,0,1,0,0,4,0,2020,포수,6
2,장성우,KT,0.200,45,9,1,0,2,7,4,0,5,1,2020,포수,6
3,허도환,KT,0.167,6,1,0,0,0,0,0,0,1,0,2020,포수,6
4,강현우,KT,0.000,2,0,0,0,0,0,0,0,2,0,2020,포수,6
1,장성우,KT,0.234,47,11,3,0,1,8,7,0,9,0,2020,포수,7
2,이홍구,KT,0.143,7,1,1,0,0,0,1,1,0,0,2020,포수,7
3,강현우,KT,0.000,3,0,0,0,0,0,0,0,1,0,2020,포수,7
3,문상인,KT,0.000,1,0,0,0,0,0,0,0,1,0,2020,포수,7
3,허도환,KT,0.000,5,0,0,0,0,0,1,1,2,0,2020,포수,7
1,장성우,KT,0.333,42,14,2,0,0,8,5,0,9,0,2020,포수,8
2,허도환,KT,0.167,6,1,0,0,0,1,2,0,4,0,2020,포수,8
3,이홍구,KT,0.111,9,1,0,0,1,3,2,0,5,0,2020,포수,8
4,강현우,KT,0.000,5,0,0,0,0,0,0,0,0,0,2020,포수,8
1,강현우,KT,0.400,5,2,0,0,1,1,1,0,1,1,2020,포수,9
2,허도환,KT,0.333,6,2,0,0,0,0,2,1,1,1,2020,포수,9
3,이홍구,KT,0.273,11,3,0,0,1,2,0,0,2,0,2020,포수,9
4,장성우,KT,0.190,21,4,0,0,1,1,2,0,5,0,2020,포수,9
5,문상인,KT,0.000,1,0,0,0,0,0,0,0,0,0,2020,포수,9
1,강현우,KT,1.000,1,1,1,0,0,1,0,0,0,0,2020,포수,"10,11,12,13,15,16,17,18"
1,허도환,KT,1.000,2,2,0,0,0,2,0,0,0,0,2020,포수,"10,11,12,13,15,16,17,18"
3,장성우,KT,0.250,8,2,0,0,0,1,1,0,1,0,2020,포수,"10,11,12,13,15,16,17,18"
4,이홍구,KT,0.000,1,0,0,0,0,0,0,0,1,0,2020,포수,"10,11,12,13,15,16,17,18"
