순위,선수명,팀명,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP,Year,Position,Inning
8,강민국,KT,0.077,13,1,0,0,0,0,2,0,3,0,2019,내야수,3
9,김병희,KT,0.000,1,0,0,0,0,0,0,0,0,0,2019,내야수,3
1,김영환,KT,0.500,2,1,0,0,0,0,0,0,0,0,2019,내야수,4
2,심우준,KT,0.361,36,13,2,0,0,3,1,2,4,2,2019,내야수,4
3,박승욱,KT,0.333,21,7,0,0,0,1,2,0,3,0,2019,내야수,4
4,강민국,KT,0.300,10,3,0,0,0,0,0,0,3,0,2019,내야수,4
5,윤석민,KT,0.292,24,7,2,0,0,3,0,0,4,0,2019,내야수,4
6,황재균,KT,0.246,57,14,3,0,3,6,7,0,8,2,2019,내야수,4
7,문상철,KT,0.200,10,2,0,0,0,0,0,0,5,0,2019,내야수,4
7,오태곤,KT,0.200,30,6,0,0,0,5,5,0,8,1,2019,내야수,4
9,박경수,KT,0.189,53,10,3,0,1,5,11,1,10,1,2019,내야수,4
10,고명성,KT,0.000,2,0,0,0,0,0,0,0,0,1,2019,내야수,4
1,강민국,KT,0.538,13,7,0,0,0,2,0,0,1,0,2019,내야수,5
2,오태곤,KT,0.350,40,14,2,0,0,5,3,0,9,1,2019,내야수,5
3,박경수,KT,0.333,42,14,5,0,2,11,4,1,8,1,2019,내야수,5
4,윤석민,KT,0.263,19,5,0,0,1,5,0,0,4,2,2019,내야수,5
5,박승욱,KT,0.240,25,6,0,1,2,4,1,1,5,0,2019,내야수,5
6,심우준,KT,0.224,67,15,2,1,1,2,5,0,13,1,2019,내야수,5
7,황재균,KT,0.173,52,9,1,0,1,2,4,0,8,0,2019,내야수,5
8,김병희,KT,0.000,2,0,0,0,0,0,0,0,1,0,2019,내야수,5
8,김영환,KT,-,0,0,0,0,0,0,1,0,0,0,2019,내야수,5
8,문상철,KT,0.000,3,0,0,0,0,0,0,0,2,0,2019,내야수,5
8,안치영,KT,0.000,1,0,0,0,0,0,0,0,0,0,2019,내야수,5
1,문상철,KT,0.600,5,3,0,0,0,2,0,0,2,0,2019,내야수,6
2,안치영,KT,0.500,2,1,0,0,0,0,0,0,1,0,2019,내야수,6
3,황재균,KT,0.314,51,16,3,0,3,8,6,1,8,1,2019,내야수,6
4,박경수,KT,0.305,59,18,3,0,4,18,5,0,10,4,2019,내야수,6
5,심우준,KT,0.257,35,9,1,0,1,6,7,0,11,0,2019,내야수,6
6,윤석민,KT,0.250,20,5,0,0,0,1,2,0,0,0,2019,내야수,6
7,박승욱,KT,0.222,27,6,0,0,0,1,1,0,8,0,2019,내야수,6
8,강민국,KT,0.200,10,2,0,0,0,2,0,0,1,1,2019,내야수,6
9,오태곤,KT,0.167,36,6,1,0,0,3,5,0,7,2,2019,내야수,6
10,김영환,KT,0.000,1,0,0,0,0,0,0,0,0,0,2019,내야수,6
1,김병희,KT,1.000,1,1,0,0,0,0,0,0,0,0,2019,내야수,7
2,강민국,KT,0.375,8,3,0,0,0,0,0,0,3,0,2019,내야수,7
3,오태곤,KT,0.344,32,11,2,0,2,5,3,0,5,0,2019,내야수,7
4,심우준,KT,0.296,54,16,2,0,0,5,1,1,7,1,2019,내야수,7
5,황재균,KT,0.283,53,15,2,1,0,3,4,1,6,0,2019,내야수,7
6,문상철,KT,0.200,5,1,0,0,0,2,2,0,1,0,2019,내야수,7
6,윤석민,KT,0.200,20,4,1,0,0,2,1,0,2,0,2019,내야수,7
8,박경수,KT,0.160,50,8,3,0,0,3,3,0,14,1,2019,내야수,7
9,박승욱,KT,0.091,22,2,0,0,0,1,2,1,6,1,2019,내야수,7
10,고명성,KT,0.000,2,0,0,0,0,0,0,0,2,0,2019,내야수,7
10,김영환,KT,0.000,2,0,0,0,0,0,0,0,1,0,2019,내야수,7
1,강민국,KT,0.444,9,4,0,0,0,3,1,0,2,0,2019,내야수,8
2,박경수,KT,0.391,46,18,2,0,2,11,5,1,10,2,2019,내야수,8
3,황재균,KT,0.292,48,14,0,0,2,12,2,0,9,1,2019,내야수,8
4,박승욱,KT,0.250,32,8,1,3,0,2,3,0,6,0,2019,내야수,8
5,심우준,KT,0.244,45,11,2,0,0,3,3,0,7,1,2019,내야수,8
6,오태곤,KT,0.154,39,6,1,0,2,4,6,1,8,0,2019,내야수,8
7,문상철,KT,0.143,7,1,0,0,1,1,0,1,4,0,2019,내야수,8
8,윤석민,KT,0.130,23,3,0,0,0,1,2,0,7,0,2019,내야수,8
9,고명성,KT,0.000,4,0,0,0,0,0,0,0,2,0,2019,내야수,8
9,김병희,KT,0.000,2,0,0,0,0,0,0,0,1,0,2019,내야수,8
9,김영환,KT,0.000,2,0,0,0,0,0,0,0,0,1,2019,내야수,8
9,안치영,KT,0.000,1,0,0,0,0,0,0,1,1,0,2019,내야수,8
1,황재균,KT,0.378,37,14,2,0,4,13,5,0,4,2,2019,내야수,9
2,박승욱,KT,0.333,24,8,0,0,1,3,1,0,6,1,2019,내야수,9
3,강민국,KT,0.273,11,3,0,1,0,0,3,0,1,0,2019,내야수,9
4,고명성,KT,0.250,4,1,0,0,0,0,2,0,2,0,2019,내야수,9
4,오태곤,KT,0.250,28,7,0,0,0,3,1,0,7,0,2019,내야수,9
6,박경수,KT,0.233,30,7,0,0,1,7,2,1,7,1,2019,내야수,9
7,윤석민,KT,0.231,13,3,1,0,0,1,1,0,2,0,2019,내야수,9
8,문상철,KT,0.222,9,2,0,0,0,0,0,0,6,0,2019,내야수,9
9,심우준,KT,0.194,31,6,1,0,1,4,2,1,6,1,2019,내야수,9
10,김영환,KT,0.000,4,0,0,0,0,0,0,0,1,0,2019,내야수,9
10,박민석,KT,0.000,1,0,0,0,0,0,0,0,0,0,2019,내야수,9
10,안치영,KT,0.000,1,0,0,0,0,0,0,0,0,0,2019,내야수,9
1,박경수,KT,0.500,2,1,0,0,0,0,3,0,0,0,2019,내야수,"10,11,12,13,15,16,17,18"
1,황재균,KT,0.500,4,2,0,0,1,1,3,0,1,0,2019,내야수,"10,11,12,13,15,16,17,18"
3,오태곤,KT,0.400,5,2,0,0,1,1,0,1,0,1,2019,내야수,"10,11,12,13,15,16,17,18"
4,고명성,KT,0.333,3,1,0,0,0,0,0,0,1,0,2019,내야수,"10,11,12,13,15,16,17,18"
5,문상철,KT,0.000,1,0,0,0,0,0,0,0,0,0,2019,내야수,"10,11,12,13,15,16,17,18"
5,박승욱,KT,0.000,5,0,0,0,0,0,0,0,1,0,2019,내야수,"10,11,12,13,15,16,17,18"
5,심우준,KT,0.000,4,0,0,0,0,0,0,1,1,0,2019,내야수,"10,11,12,13,15,16,17,18"
5,윤석민,KT,0.000,2,0,0,0,0,0,0,0,0,0,2019,내야수,"10,11,12,13,15,16,17,18"
1,배정대,KT,0.667,3,2,1,0,0,0,0,0,0,0,2019,외야수,1
2,유한준,KT,0.333,72,24,3,0,3,27,8,0,13,3,2019,외야수,1
3,강백호,KT,0.316,98,31,7,1,2,9,16,0,22,5,2019,외야수,1
4,조용호,KT,0.270,37,10,0,0,0,0,3,0,6,0,2019,외야수,1
5,송민섭,KT,0.250,4,1,0,0,0,0,0,0,1,0,2019,외야수,1
6,로하스,KT,0.246,65,16,6,1,1,20,3,0,18,1,2019,외야수,1
7,김민혁,KT,0.233,103,24,1,1,0,0,8,2,13,0,2019,외야수,1
8,김진곤,KT,0.000,5,0,0,0,0,0,0,0,1,0,2019,외야수,1
1,김진곤,KT,1.000,1,1,1,0,0,1,0,0,0,0,2019,외야수,2
2,로하스,KT,0.348,66,23,5,1,1,4,6,0,10,0,2019,외야수,2
3,유한준,KT,0.340,47,16,1,0,1,4,8,1,7,0,2019,외야수,2
4,조용호,KT,0.333,9,3,1,0,0,2,0,0,1,0,2019,외야수,2
5,김민혁,KT,0.320,25,8,1,0,0,5,3,1,3,1,2019,외야수,2
6,배정대,KT,0.300,10,3,1,0,0,1,0,0,3,0,2019,외야수,2
7,강백호,KT,0.000,7,0,0,0,0,1,3,0,3,0,2019,외야수,2
7,송민섭,KT,-,0,0,0,0,0,0,1,0,0,0,2019,외야수,2
1,강백호,KT,0.344,61,21,4,0,3,14,6,0,9,0,2019,외야수,3
2,김민혁,KT,0.333,75,25,1,0,0,4,3,2,9,1,2019,외야수,3
3,로하스,KT,0.325,40,13,3,1,3,9,7,0,9,0,2019,외야수,3
4,유한준,KT,0.255,51,13,2,0,3,13,4,0,4,5,2019,외야수,3
5,김진곤,KT,0.250,4,1,0,0,0,0,0,0,0,1,2019,외야수,3
6,조용호,KT,0.227,22,5,1,0,0,2,4,0,4,0,2019,외야수,3
7,송민섭,KT,0.200,5,1,0,0,0,0,0,0,2,0,2019,외야수,3
8,배정대,KT,0.000,3,0,0,0,0,0,0,0,1,0,2019,외야수,3
8,이대형,KT,0.000,1,0,0,0,0,0,0,0,1,0,2019,외야수,3
1,송민섭,KT,0.500,2,1,0,0,0,0,0,0,0,0,2019,외야수,4
2,유한준,KT,0.380,71,27,2,0,2,5,4,0,6,4,2019,외야수,4
3,강백호,KT,0.333,45,15,3,0,2,6,5,0,9,1,2019,외야수,4
4,로하스,KT,0.305,82,25,1,0,3,8,5,1,18,1,2019,외야수,4
5,김민혁,KT,0.290,31,9,2,0,0,7,1,2,5,0,2019,외야수,4
6,조용호,KT,0.231,13,3,1,0,0,1,0,0,0,0,2019,외야수,4
7,김진곤,KT,0.000,1,0,0,0,0,0,0,0,1,0,2019,외야수,4
7,배정대,KT,0.000,11,0,0,0,0,0,0,0,3,0,2019,외야수,4
1,김진곤,KT,0.500,2,1,0,0,0,1,0,0,1,0,2019,외야수,5
1,이대형,KT,0.500,4,2,1,0,0,3,1,0,1,0,2019,외야수,5
3,김민혁,KT,0.344,64,22,2,0,0,7,3,2,8,1,2019,외야수,5
4,강백호,KT,0.310,42,13,1,0,2,9,9,0,4,2,2019,외야수,5
5,로하스,KT,0.302,43,13,3,0,5,13,2,1,14,0,2019,외야수,5
6,유한준,KT,0.188,48,9,3,0,0,7,8,2,12,1,2019,외야수,5
7,조용호,KT,0.182,22,4,0,0,0,1,3,0,6,0,2019,외야수,5
8,배정대,KT,0.000,2,0,0,0,0,0,1,0,1,0,2019,외야수,5
8,송민섭,KT,0.000,4,0,0,0,0,0,1,0,1,0,2019,외야수,5
1,강백호,KT,0.411,56,23,4,0,1,6,6,1,11,1,2019,외야수,6
2,로하스,KT,0.406,69,28,3,0,6,16,9,0,14,1,2019,외야수,6
3,배정대,KT,0.400,5,2,0,0,0,0,1,0,0,0,2019,외야수,6
4,유한준,KT,0.329,70,23,5,1,2,9,5,0,8,1,2019,외야수,6
5,김민혁,KT,0.283,46,13,0,0,0,6,2,1,5,0,2019,외야수,6
6,조용호,KT,0.188,16,3,2,0,0,0,1,0,2,0,2019,외야수,6
7,김진곤,KT,0.000,3,0,0,0,0,0,0,0,1,0,2019,외야수,6
7,송민섭,KT,0.000,3,0,0,0,0,0,0,0,1,0,2019,외야수,6
7,이대형,KT,0.000,1,0,0,0,0,1,2,0,0,0,2019,외야수,6
1,김진곤,KT,0.500,4,2,0,0,0,1,0,0,0,0,2019,외야수,7
2,유한준,KT,0.302,53,16,3,0,0,6,3,0,4,3,2019,외야수,7
3,로하스,KT,0.288,52,15,3,0,1,11,4,0,13,0,2019,외야수,7
4,배정대,KT,0.250,12,3,0,0,0,0,0,0,4,1,2019,외야수,7
4,조용호,KT,0.250,20,5,1,0,0,1,2,0,4,0,2019,외야수,7
6,강백호,KT,0.222,45,10,2,0,1,4,2,1,13,1,2019,외야수,7
7,김민혁,KT,0.182,44,8,1,0,0,0,3,1,5,2,2019,외야수,7
8,송민섭,KT,0.143,7,1,0,0,0,0,2,0,3,0,2019,외야수,7
9,이대형,KT,0.000,1,0,0,0,0,0,0,0,1,0,2019,외야수,7
1,조용호,KT,0.457,35,16,0,3,0,10,3,0,2,0,2019,외야수,8
2,로하스,KT,0.442,52,23,4,0,4,19,8,1,8,0,2019,외야수,8
3,강백호,KT,0.410,39,16,3,0,1,7,9,0,10,0,2019,외야수,8
4,배정대,KT,0.375,8,3,1,0,0,2,4,1,4,1,2019,외야수,8
5,유한준,KT,0.300,50,15,0,0,1,5,9,1,6,1,2019,외야수,8
6,송민섭,KT,0.286,7,2,0,0,0,2,0,2,3,0,2019,외야수,8
7,김민혁,KT,0.229,48,11,1,0,0,1,3,1,7,2,2019,외야수,8
8,김진곤,KT,0.000,1,0,0,0,0,0,2,0,0,0,2019,외야수,8
8,이대형,KT,0.000,6,0,0,0,0,0,1,0,2,0,2019,외야수,8
1,유한준,KT,0.455,33,15,0,0,2,9,2,0,1,1,2019,외야수,9
2,송민섭,KT,0.438,16,7,0,1,0,0,1,1,1,0,2019,외야수,9
3,강백호,KT,0.385,39,15,5,0,0,7,4,0,6,1,2019,외야수,9
3,조용호,KT,0.385,13,5,0,0,0,2,4,0,3,0,2019,외야수,9
5,김민혁,KT,0.333,24,8,0,0,0,1,3,1,4,1,2019,외야수,9
5,김진곤,KT,0.333,9,3,1,0,0,3,0,0,4,0,2019,외야수,9
7,로하스,KT,0.244,45,11,2,0,0,4,3,0,14,1,2019,외야수,9
8,배정대,KT,0.056,18,1,1,0,0,3,1,0,7,0,2019,외야수,9
9,이대형,KT,0.000,1,0,0,0,0,0,0,0,0,0,2019,외야수,9
1,조용호,KT,1.000,1,1,0,0,0,0,1,0,0,0,2019,외야수,"10,11,12,13,15,16,17,18"
2,송민섭,KT,0.600,5,3,0,0,0,2,1,0,1,0,2019,외야수,"10,11,12,13,15,16,17,18"
3,강백호,KT,0.500,6,3,0,0,1,2,1,0,0,0,2019,외야수,"10,11,12,13,15,16,17,18"
3,김민혁,KT,0.500,6,3,1,0,0,1,3,0,2,0,2019,외야수,"10,11,12,13,15,16,17,18"
3,배정대,KT,0.500,2,1,0,0,0,0,0,0,0,0,2019,외야수,"10,11,12,13,15,16,17,18"
6,유한준,KT,0.167,6,1,0,0,0,1,1,0,0,1,2019,외야수,"10,11,12,13,15,16,17,18"
7,로하스,KT,0.143,7,1,0,0,0,0,2,0,2,0,2019,외야수,"10,11,12,13,15,16,17,18"
1,장성우,KT,0.600,5,3,0,0,0,3,0,0,1,0,2019,포수,1
1,장성우,KT,0.167,72,12,0,0,1,5,4,0,13,3,2019,포수,2
2,안승한,KT,0.143,7,1,1,0,0,2,1,0,2,0,2019,포수,2
3,이준수,KT,0.125,8,1,0,0,0,1,1,0,1,1,2019,포수,2
4,이해창,KT,0.000,7,0,0,0,0,0,1,0,1,0,2019,포수,2
1,이해창,KT,0.250,4,1,0,0,0,0,0,0,2,0,2019,포수,3
2,장성우,KT,0.242,33,8,3,0,1,3,2,0,7,0,2019,포수,3
3,안승한,KT,0.000,4,0,0,0,0,1,0,1,0,0,2019,포수,3
3,이준수,KT,0.000,4,0,0,0,0,0,2,0,3,0,2019,포수,3
1,장성우,KT,0.354,48,17,2,0,2,6,4,0,13,2,2019,포수,4
2,안승한,KT,0.200,5,1,0,0,0,0,0,0,3,0,2019,포수,4
3,이해창,KT,0.143,7,1,0,0,0,0,1,0,1,0,2019,포수,4
4,이준수,KT,0.000,2,0,0,0,0,1,2,0,0,0,2019,포수,4
1,이준수,KT,0.500,8,4,0,0,0,0,1,0,4,0,2019,포수,5
2,장성우,KT,0.269,52,14,1,0,0,6,3,1,14,1,2019,포수,5
3,이해창,KT,0.250,4,1,0,0,0,0,0,0,1,0,2019,포수,5
4,안승한,KT,0.000,4,0,0,0,0,0,0,0,3,1,2019,포수,5
1,장성우,KT,0.256,43,11,0,0,1,5,7,1,14,2,2019,포수,6
2,안승한,KT,0.000,5,0,0,0,0,0,0,0,3,0,2019,포수,6
2,이준수,KT,0.000,1,0,0,0,0,0,2,0,0,0,2019,포수,6
2,이해창,KT,0.000,2,0,0,0,0,0,0,1,1,0,2019,포수,6
1,안승한,KT,1.000,2,2,0,0,0,0,0,0,0,0,2019,포수,7
2,장성우,KT,0.195,41,8,0,0,0,2,3,0,11,1,2019,포수,7
3,이준수,KT,0.143,7,1,0,0,0,1,0,0,2,0,2019,포수,7
4,이해창,KT,0.000,2,0,0,0,0,0,0,0,1,0,2019,포수,7
1,장성우,KT,0.295,44,13,1,0,2,10,8,0,11,1,2019,포수,8
2,이해창,KT,0.143,7,1,0,0,0,0,0,0,3,0,2019,포수,8
3,안승한,KT,0.000,5,0,0,0,0,0,0,0,0,0,2019,포수,8
3,이준수,KT,0.000,3,0,0,0,0,0,0,1,1,0,2019,포수,8
1,이준수,KT,0.333,3,1,1,0,0,0,0,0,0,0,2019,포수,9
1,장성우,KT,0.333,27,9,0,0,0,1,4,0,2,1,2019,포수,9
3,안승한,KT,0.286,7,2,0,0,0,2,0,0,1,0,2019,포수,9
4,이해창,KT,0.143,7,1,0,0,0,0,0,0,1,0,2019,포수,9
1,장성우,KT,1.000,1,1,0,0,0,0,0,0,0,0,2019,포수,"10,11,12,13,15,16,17,18"
2,안승한,KT,0.000,5,0,0,0,0,0,0,0,1,0,2019,포수,"10,11,12,13,15,16,17,18"
2,이준수,KT,-,0,0,0,0,0,0,1,0,0,0,2019,포수,"10,11,12,13,15,16,17,18"
