순위,선수명,팀명,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP,Year,Position,Inning
1,유준규,KT,0.500,2,1,0,0,0,0,0,0,1,0,2022,내야수,8
2,박병호,KT,0.350,40,14,1,0,5,14,5,2,7,0,2022,내야수,8
3,심우준,KT,0.231,52,12,1,0,0,2,3,0,10,1,2022,내야수,8
4,황재균,KT,0.217,46,10,4,0,0,5,9,0,8,2,2022,내야수,8
5,강백호,KT,0.174,23,4,0,0,1,4,3,0,4,1,2022,내야수,8
6,장준원,KT,0.167,6,1,0,0,0,0,1,0,2,1,2022,내야수,8
7,박경수,KT,0.136,22,3,1,0,1,2,2,0,9,0,2022,내야수,8
8,신본기,KT,0.118,17,2,0,0,0,0,4,1,2,0,2022,내야수,8
9,김병희,KT,0.100,10,1,0,0,1,1,2,0,3,1,2022,내야수,8
10,오윤석,KT,0.097,31,3,1,0,0,3,8,2,9,2,2022,내야수,8
11,권동진,KT,0.000,6,0,0,0,0,2,0,0,2,0,2022,내야수,8
11,문상준,KT,0.000,1,0,0,0,0,0,0,0,1,0,2022,내야수,8
11,양승혁,KT,0.000,1,0,0,0,0,0,0,0,1,0,2022,내야수,8
1,유준규,KT,0.500,2,1,0,0,0,0,0,0,0,0,2022,내야수,9
2,박병호,KT,0.394,33,13,1,0,5,12,2,1,8,1,2022,내야수,9
3,오윤석,KT,0.368,19,7,0,0,2,5,4,0,3,0,2022,내야수,9
4,신본기,KT,0.267,15,4,2,0,1,3,0,0,0,2,2022,내야수,9
5,황재균,KT,0.261,46,12,3,0,0,4,2,1,7,0,2022,내야수,9
6,심우준,KT,0.207,29,6,0,0,0,1,3,1,4,0,2022,내야수,9
7,강백호,KT,0.188,16,3,1,0,0,1,3,0,3,0,2022,내야수,9
8,권동진,KT,0.111,9,1,0,0,0,1,0,0,3,0,2022,내야수,9
9,장준원,KT,0.100,10,1,0,0,1,1,0,0,5,0,2022,내야수,9
10,김병희,KT,0.000,5,0,0,0,0,0,1,2,2,0,2022,내야수,9
10,박경수,KT,0.000,23,0,0,0,0,1,3,0,13,1,2022,내야수,9
10,양승혁,KT,0.000,1,0,0,0,0,0,0,0,0,0,2022,내야수,9
1,문상준,KT,1.000,1,1,1,0,0,0,0,0,0,0,2022,내야수,"10,11,12,13,15,16,17,18"
1,박경수,KT,1.000,1,1,0,0,0,0,2,0,0,0,2022,내야수,"10,11,12,13,15,16,17,18"
3,강백호,KT,0.500,4,2,1,0,1,3,0,0,0,0,2022,내야수,"10,11,12,13,15,16,17,18"
3,신본기,KT,0.500,2,1,0,0,0,0,0,0,1,0,2022,내야수,"10,11,12,13,15,16,17,18"
5,황재균,KT,0.300,10,3,0,0,0,0,0,1,2,0,2022,내야수,"10,11,12,13,15,16,17,18"
6,오윤석,KT,0.200,5,1,0,0,0,1,2,0,1,0,2022,내야수,"10,11,12,13,15,16,17,18"
7,심우준,KT,0.167,6,1,0,0,0,1,2,0,2,0,2022,내야수,"10,11,12,13,15,16,17,18"
8,박병호,KT,0.143,7,1,0,0,0,2,1,0,3,1,2022,내야수,"10,11,12,13,15,16,17,18"
9,권동진,KT,0.000,1,0,0,0,0,0,0,0,1,0,2022,내야수,"10,11,12,13,15,16,17,18"
9,김병희,KT,0.000,2,0,0,0,0,0,1,0,0,0,2022,내야수,"10,11,12,13,15,16,17,18"
9,장준원,KT,-,0,0,0,0,0,0,0,0,0,0,2022,내야수,"10,11,12,13,15,16,17,18"
1,알포드,KT,0.345,55,19,5,1,2,7,4,2,20,1,2022,외야수,1
2,김민혁,KT,0.295,61,18,1,0,0,4,9,1,15,1,2022,외야수,1
3,조용호,KT,0.286,112,32,1,1,1,2,7,0,21,0,2022,외야수,1
4,라모스,KT,0.273,11,3,0,0,1,3,0,1,3,1,2022,외야수,1
5,배정대,KT,0.204,54,11,2,0,0,2,7,0,10,0,2022,외야수,1
6,문상철,KT,0.000,1,0,0,0,0,0,0,0,1,0,2022,외야수,1
6,홍현빈,KT,0.000,1,0,0,0,0,0,0,0,0,0,2022,외야수,1
1,문상철,KT,0.571,7,4,2,0,0,1,0,0,0,0,2022,외야수,2
2,김민혁,KT,0.419,31,13,1,0,0,5,0,0,5,1,2022,외야수,2
3,조용호,KT,0.407,27,11,1,1,1,13,3,0,3,0,2022,외야수,2
4,배정대,KT,0.339,59,20,3,0,1,6,11,1,15,0,2022,외야수,2
5,라모스,KT,0.333,6,2,0,0,0,2,1,0,1,0,2022,외야수,2
5,송민섭,KT,0.333,3,1,0,0,0,1,0,0,1,0,2022,외야수,2
7,홍현빈,KT,0.211,19,4,2,0,0,1,2,0,6,0,2022,외야수,2
8,알포드,KT,0.080,25,2,1,0,0,0,1,0,9,0,2022,외야수,2
9,김태훈,KT,0.000,1,0,0,0,0,0,0,0,1,0,2022,외야수,2
9,이시원,KT,0.000,2,0,0,0,0,0,0,0,1,0,2022,외야수,2
1,문상철,KT,0.500,2,1,1,0,0,0,0,0,0,0,2022,외야수,3
2,홍현빈,KT,0.400,5,2,0,0,0,0,1,0,2,0,2022,외야수,3
3,알포드,KT,0.294,34,10,3,0,0,3,6,0,8,0,2022,외야수,3
4,김민혁,KT,0.288,59,17,1,0,0,4,3,0,13,2,2022,외야수,3
5,배정대,KT,0.278,54,15,2,0,1,11,3,0,11,0,2022,외야수,3
6,조용호,KT,0.213,75,16,2,0,0,4,10,0,12,0,2022,외야수,3
7,라모스,KT,0.000,7,0,0,0,0,0,0,0,4,0,2022,외야수,3
7,송민섭,KT,0.000,4,0,0,0,0,0,0,0,1,0,2022,외야수,3
1,조용호,KT,0.406,32,13,2,0,0,5,2,1,4,0,2022,외야수,4
2,배정대,KT,0.235,68,16,4,0,0,5,4,0,16,1,2022,외야수,4
3,알포드,KT,0.229,35,8,0,0,1,6,2,1,12,1,2022,외야수,4
4,문상철,KT,0.200,5,1,0,0,1,2,1,0,1,0,2022,외야수,4
5,홍현빈,KT,0.167,6,1,0,0,0,0,0,0,0,0,2022,외야수,4
6,라모스,KT,0.111,9,1,0,0,0,0,0,0,3,0,2022,외야수,4
7,김민혁,KT,0.067,30,2,0,1,0,0,4,0,6,1,2022,외야수,4
8,송민섭,KT,0.000,2,0,0,0,0,0,0,0,0,0,2022,외야수,4
8,이시원,KT,0.000,1,0,0,0,0,0,0,0,0,0,2022,외야수,4
1,라모스,KT,0.500,6,3,1,0,0,0,2,0,0,0,2022,외야수,5
2,알포드,KT,0.414,29,12,0,0,5,11,5,0,7,1,2022,외야수,5
3,조용호,KT,0.375,64,24,4,1,0,5,5,0,10,1,2022,외야수,5
4,김민혁,KT,0.333,48,16,3,0,0,7,4,0,4,1,2022,외야수,5
5,문상철,KT,0.250,4,1,0,0,1,1,1,0,2,0,2022,외야수,5
5,홍현빈,KT,0.250,16,4,0,0,0,0,1,0,7,0,2022,외야수,5
7,배정대,KT,0.244,45,11,0,1,0,1,5,1,8,0,2022,외야수,5
8,김태훈,KT,0.000,1,0,0,0,0,0,0,0,0,0,2022,외야수,5
8,송민섭,KT,0.000,4,0,0,0,0,0,0,0,1,0,2022,외야수,5
8,이시원,KT,0.000,2,0,0,0,0,0,0,0,1,0,2022,외야수,5
1,라모스,KT,0.375,8,3,0,0,1,1,0,0,2,1,2022,외야수,6
2,김민혁,KT,0.277,47,13,1,0,0,3,5,1,5,1,2022,외야수,6
3,배정대,KT,0.274,62,17,3,1,3,13,5,1,20,1,2022,외야수,6
4,조용호,KT,0.245,49,12,2,0,0,3,5,0,9,0,2022,외야수,6
5,송민섭,KT,0.200,5,1,0,1,0,1,0,0,1,0,2022,외야수,6
5,홍현빈,KT,0.200,5,1,0,0,0,0,1,0,1,1,2022,외야수,6
7,문상철,KT,0.143,7,1,0,0,0,0,0,0,2,1,2022,외야수,6
8,알포드,KT,0.133,30,4,1,0,1,1,5,0,13,0,2022,외야수,6
9,김태훈,KT,0.000,1,0,0,0,0,0,0,0,0,0,2022,외야수,6
1,김민혁,KT,0.375,32,12,2,0,0,6,4,0,3,2,2022,외야수,7
2,알포드,KT,0.333,33,11,3,0,0,9,3,0,10,0,2022,외야수,7
3,조용호,KT,0.262,42,11,0,0,1,5,8,0,7,0,2022,외야수,7
4,배정대,KT,0.254,59,15,4,0,0,5,7,0,14,0,2022,외야수,7
5,라모스,KT,0.222,9,2,0,1,0,2,1,0,1,0,2022,외야수,7
6,송민섭,KT,0.200,5,1,1,0,0,0,1,0,2,0,2022,외야수,7
7,홍현빈,KT,0.143,7,1,0,0,0,0,0,0,5,0,2022,외야수,7
8,문상철,KT,0.125,8,1,0,0,0,0,1,0,5,0,2022,외야수,7
9,김태훈,KT,0.000,2,0,0,0,0,0,0,0,1,0,2022,외야수,7
9,이시원,KT,0.000,2,0,0,0,0,0,0,1,1,0,2022,외야수,7
1,라모스,KT,0.333,6,2,0,0,0,1,0,0,1,0,2022,외야수,8
2,조용호,KT,0.310,42,13,3,0,0,4,3,2,4,2,2022,외야수,8
3,배정대,KT,0.288,52,15,5,0,0,7,9,1,15,0,2022,외야수,8
4,알포드,KT,0.280,25,7,3,0,1,5,4,0,7,0,2022,외야수,8
5,홍현빈,KT,0.250,8,2,0,0,0,0,4,0,3,0,2022,외야수,8
6,김민혁,KT,0.209,43,9,1,1,0,4,5,0,6,1,2022,외야수,8
7,문상철,KT,0.125,8,1,0,0,0,0,0,0,3,0,2022,외야수,8
8,송민섭,KT,0.118,17,2,0,1,0,1,2,0,6,0,2022,외야수,8
9,김태훈,KT,0.000,2,0,0,0,0,0,0,0,0,0,2022,외야수,8
9,이시원,KT,0.000,2,0,0,0,0,0,0,0,1,0,2022,외야수,8
9,전진영,KT,0.000,2,0,0,0,0,0,0,0,0,0,2022,외야수,8
1,전진영,KT,1.000,1,1,0,0,0,1,0,0,0,0,2022,외야수,9
2,홍현빈,KT,0.500,6,3,0,0,0,0,0,0,1,0,2022,외야수,9
3,조용호,KT,0.462,26,12,3,1,0,3,5,0,3,0,2022,외야수,9
4,알포드,KT,0.438,16,7,2,0,4,8,3,0,4,0,2022,외야수,9
5,이시원,KT,0.333,6,2,0,0,0,1,0,0,0,0,2022,외야수,9
6,배정대,KT,0.279,43,12,0,0,1,5,3,0,14,0,2022,외야수,9
7,김민혁,KT,0.263,19,5,0,0,0,1,3,0,4,0,2022,외야수,9
8,송민섭,KT,0.238,21,5,0,0,0,0,2,0,6,0,2022,외야수,9
9,라모스,KT,0.222,9,2,0,0,1,2,0,1,3,0,2022,외야수,9
10,문상철,KT,0.143,7,1,0,0,0,0,0,0,3,1,2022,외야수,9
11,김태훈,KT,0.000,3,0,0,0,0,0,0,0,0,0,2022,외야수,9
1,알포드,KT,1.000,1,1,1,0,0,0,0,0,0,0,2022,외야수,"10,11,12,13,15,16,17,18"
2,조용호,KT,0.400,5,2,0,0,0,0,1,0,1,0,2022,외야수,"10,11,12,13,15,16,17,18"
3,김민혁,KT,0.333,3,1,0,0,0,1,0,0,1,0,2022,외야수,"10,11,12,13,15,16,17,18"
4,배정대,KT,0.250,12,3,1,0,0,1,0,0,3,0,2022,외야수,"10,11,12,13,15,16,17,18"
5,라모스,KT,0.000,1,0,0,0,0,0,0,0,0,0,2022,외야수,"10,11,12,13,15,16,17,18"
5,송민섭,KT,0.000,3,0,0,0,0,0,0,0,1,0,2022,외야수,"10,11,12,13,15,16,17,18"
5,홍현빈,KT,0.000,3,0,0,0,0,0,1,0,1,0,2022,외야수,"10,11,12,13,15,16,17,18"
1,장성우,KT,0.176,34,6,2,0,0,7,6,0,7,1,2022,포수,1
2,김준태,KT,0.111,9,1,0,0,0,4,0,0,5,0,2022,포수,1
1,김준태,KT,0.311,45,14,6,0,0,4,4,0,10,4,2022,포수,2
2,장성우,KT,0.218,55,12,2,0,0,1,5,0,15,1,2022,포수,2
1,장성우,KT,0.381,21,8,2,0,1,7,6,0,3,1,2022,포수,3
2,김준태,KT,0.273,11,3,0,0,0,2,4,0,1,0,2022,포수,3
1,장성우,KT,0.328,58,19,2,0,4,9,7,0,11,2,2022,포수,4
2,김준태,KT,0.273,33,9,1,1,0,4,6,0,12,0,2022,포수,4
1,장성우,KT,0.438,32,14,1,0,1,6,3,1,4,2,2022,포수,5
2,김준태,KT,0.219,32,7,0,0,1,2,2,0,12,0,2022,포수,5
1,김준태,KT,0.333,21,7,3,0,0,1,1,0,7,0,2022,포수,6
2,장성우,KT,0.250,44,11,0,0,3,7,6,1,8,0,2022,포수,6
1,김준태,KT,0.281,32,9,1,0,2,3,5,0,15,0,2022,포수,7
2,장성우,KT,0.214,42,9,0,0,2,5,8,0,11,2,2022,포수,7
1,김준태,KT,0.217,23,5,2,0,0,5,6,0,7,0,2022,포수,8
2,장성우,KT,0.216,37,8,2,0,2,5,6,0,8,2,2022,포수,8
3,문상인,KT,0.000,1,0,0,0,0,0,0,0,0,1,2022,포수,8
3,조대현,KT,0.000,1,0,0,0,0,0,0,0,1,0,2022,포수,8
1,김준태,KT,0.318,22,7,3,0,1,2,3,0,7,0,2022,포수,9
2,장성우,KT,0.182,33,6,0,0,5,7,4,0,10,1,2022,포수,9
3,문상인,KT,0.000,2,0,0,0,0,0,0,0,2,0,2022,포수,9
3,조대현,KT,0.000,3,0,0,0,0,0,0,0,2,0,2022,포수,9
1,김준태,KT,0.333,3,1,0,0,0,0,2,0,1,0,2022,포수,"10,11,12,13,15,16,17,18"
2,장성우,KT,0.167,6,1,0,0,0,1,1,0,2,0,2022,포수,"10,11,12,13,15,16,17,18"
