선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
권동진,유격수,-0.196,2021,22,KT,44,9,140,5,0,25,45,4,0.933,0,0,0,-
김민혁,우익수,-0.205,2021,56,KT,5,1,14 2/3,1,0,5,0,0,0.833,0,0,0,-
천성호,3루수,-0.210,2021,54,KT,8,1,21,2,0,0,5,1,0.714,0,0,0,-
김병희,3루수,-0.211,2021,38,KT,19,10,94 2/3,3,0,8,22,3,0.909,0,0,0,-
김병희,2루수,-0.258,2021,45,KT,12,7,54 1/3,2,0,6,17,2,0.92,0,0,0,-
김태훈,우익수,-0.303,2021,45,KT,12,11,91,0,0,17,0,0,1.0,0,0,0,-
강백호,우익수,-0.315,2021,56,KT,5,4,30 2/3,0,0,5,0,0,1.0,0,0,0,-
유한준,우익수,-0.322,2021,43,KT,15,11,85,0,0,11,0,0,1.0,0,0,0,-
알몬테,좌익수,-0.396,2021,26,KT,35,33,241,2,0,52,1,0,0.964,0,0,0,-
강백호,1루수,-0.414,2021,3,KT,133,128,1068,19,0,1024,105,98,0.983,0,0,0,-
조용호,우익수,-0.538,2021,21,KT,45,38,289 1/3,0,0,56,2,1,1.0,0,0,0,-
조용호,좌익수,-0.879,2021,6,KT,104,75,619 1/3,0,0,119,5,1,1.0,0,0,0,-
황재균,1루수,,2021,74,KT,1,0,2,0,0,2,0,0,1.000,0,0,0,-
김태훈,1루수,,2021,61,KT,4,0,5,0,0,3,0,1,1.000,0,0,0,-
유한준,좌익수,,2021,74,KT,1,0,2/3,0,0,0,0,0,-,0,0,0,-
고명성,2루수,,2021,74,KT,1,0,1,0,0,0,0,0,-,0,0,0,-
심우준,2루수,,2021,74,KT,1,0,1,0,0,0,0,0,-,0,0,0,-
오윤석,3루수,,2021,56,KT,5,0,10,0,0,0,3,1,1.0,0,0,0,-
고명성,3루수,,2021,74,KT,1,0,1,0,0,0,0,0,-,0,0,0,-
박승욱,1루수,,2021,67,KT,2,0,2,0,0,0,0,0,-,0,0,0,-
오윤석,유격수,,2021,74,KT,1,0,1,0,0,0,0,0,-,0,0,0,-
