선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
오윤석,KT,0.234,112,337,286,23,67,13,0,6,98,37,5,6,34,0,6,69,9,0.343,0.322,0.665,14,0.186,0.333
문상철,KT,0.224,28,52,49,5,11,3,0,2,20,4,0,0,3,0,0,17,2,0.408,0.269,0.677,2,0.083,0.188
유준규,KT,0.214,7,16,14,3,3,0,0,0,3,0,1,0,1,0,0,6,0,0.214,0.267,0.481,1,0.25,0.0
김병희,KT,0.203,41,85,74,8,15,2,0,1,20,6,0,1,7,0,3,26,2,0.270,0.294,0.564,3,0.19,0.273
신본기,KT,0.182,74,138,121,9,22,3,0,1,28,8,4,1,10,0,2,28,5,0.231,0.254,0.485,3,0.179,0.4
송민섭,KT,0.156,119,72,64,17,10,1,2,0,15,3,3,0,5,0,0,19,0,0.234,0.217,0.451,1,0.214,0.182
이시원,KT,0.133,31,16,15,6,2,0,0,0,2,1,0,0,0,0,1,4,0,0.133,0.188,0.321,0,0.2,0.5
권동진,KT,0.132,48,40,38,9,5,1,1,0,8,4,1,0,1,0,0,16,0,0.211,0.154,0.365,0,0.091,0.0
박경수,KT,0.120,100,194,166,13,20,3,0,3,32,10,2,1,24,0,1,70,3,0.193,0.234,0.427,1,0.122,0.176
고명성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김재윤,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김태훈,KT,0.000,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
문상인,KT,0.000,12,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0
박영현,KT,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
배제성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
심재민,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
양승혁,KT,0.000,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
이상우,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이정현,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
조대현,KT,0.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0
주권,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
지명성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
문보경,LG,0.315,126,466,406,52,128,22,3,9,183,56,5,7,47,1,1,56,11,0.451,0.382,0.833,35,0.287,0.25
문성주,LG,0.303,106,390,327,55,99,15,3,6,138,41,8,1,51,2,3,36,13,0.422,0.401,0.823,25,0.265,0.286
채은성,LG,0.296,126,526,467,48,138,26,2,12,204,83,0,11,27,3,21,88,16,0.437,0.354,0.791,31,0.279,0.0
박해민,LG,0.289,144,636,570,97,165,20,8,3,210,49,7,6,44,0,9,85,4,0.368,0.347,0.715,42,0.333,0.0
김현수,LG,0.286,141,604,524,78,150,25,2,23,248,106,0,3,71,7,5,62,5,0.473,0.375,0.848,43,0.275,0.0
홍창기,LG,0.286,118,525,437,76,125,19,4,1,155,51,5,5,59,0,19,75,11,0.355,0.390,0.745,34,0.385,0.0
오지환,LG,0.269,142,569,494,75,133,16,4,25,232,87,3,3,62,2,7,107,11,0.470,0.357,0.827,35,0.32,1.0
이형종,LG,0.264,26,63,53,3,14,3,0,0,17,7,1,3,5,0,1,10,0,0.321,0.323,0.644,0,0.231,0.364
손호영,LG,0.257,36,82,74,13,19,0,2,3,32,14,1,1,6,0,0,14,2,0.432,0.309,0.741,4,0.455,1.0
유강남,LG,0.255,139,469,416,54,106,16,0,8,146,47,6,2,34,1,11,98,9,0.351,0.326,0.677,27,0.255,0.385
이상호,LG,0.250,60,80,72,9,18,2,0,0,20,5,3,0,4,0,1,6,1,0.278,0.299,0.577,1,0.15,0.286
허도환,LG,0.247,64,92,85,7,21,5,0,1,29,6,3,0,2,0,2,26,2,0.341,0.281,0.622,5,0.174,0.0
송찬의,LG,0.236,33,78,72,8,17,4,0,3,30,10,0,1,2,0,3,24,0,0.417,0.282,0.699,4,0.294,0.0
이재원,LG,0.224,85,253,223,31,50,8,2,13,101,43,0,0,18,2,12,77,3,0.453,0.316,0.769,10,0.262,0.286
서건창,LG,0.224,77,247,219,39,49,10,1,2,67,18,3,1,20,0,4,44,5,0.306,0.299,0.605,10,0.172,0.2
김기연,LG,0.222,12,9,9,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0.222,0.222,0.444,0,0.5,0.0
한석현,LG,0.222,6,10,9,1,2,0,0,0,2,0,1,0,0,0,0,3,0,0.222,0.222,0.444,0,0.0,0.0
김민성,LG,0.207,92,157,140,16,29,4,0,3,42,20,3,1,10,0,3,27,4,0.300,0.273,0.573,4,0.211,0.214
가르시아,LG,0.206,39,156,136,21,28,6,1,4,48,19,0,0,19,0,1,40,4,0.353,0.308,0.661,8,0.2,0.0
이천웅,LG,0.200,19,23,20,3,4,0,0,0,4,0,0,0,3,0,0,3,0,0.200,0.304,0.504,0,0.0,0.154
최민창,LG,0.200,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.0
이영빈,LG,0.184,60,83,76,16,14,3,0,1,20,5,0,0,7,0,0,25,3,0.263,0.253,0.516,2,0.077,0.105
루이즈,LG,0.155,27,94,84,10,13,4,1,1,22,6,0,1,9,0,0,13,5,0.262,0.234,0.496,1,0.176,0.0
고우석,LG,0.000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
김진성,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김호은,LG,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
박용택,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
박재욱,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
배재준,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
백승현,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
송승기,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
송은범,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
신민재,LG,0.000,14,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
안익훈,LG,0.000,14,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.250,0.250,0,0.0,0.0
정우영,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
진해수,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
채원후,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
최동환,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
최성훈,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
함덕주,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
허준혁,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
박건우,NC,0.336,111,463,408,52,137,18,1,10,187,61,0,3,44,1,8,62,10,0.458,0.408,0.866,40,0.317,0.0
최승민,NC,0.324,44,34,34,19,11,0,0,0,11,3,0,0,0,0,0,7,1,0.324,0.324,0.648,1,0.154,0.0
마티니,NC,0.296,139,576,510,67,151,34,1,16,235,85,0,7,51,5,8,86,8,0.461,0.365,0.826,42,0.306,1.0
양의지,NC,0.283,130,510,427,61,121,24,0,20,205,94,0,10,60,6,13,48,16,0.480,0.380,0.860,28,0.35,0.667
노진혁,NC,0.280,115,451,396,50,111,24,0,15,180,75,3,5,45,3,2,105,11,0.455,0.353,0.808,26,0.295,0.0
손아섭,NC,0.277,138,617,548,72,152,29,4,4,201,48,1,6,59,2,3,76,9,0.367,0.347,0.714,45,0.3,0.0
전민수,NC,0.275,20,41,40,3,11,2,0,0,13,2,0,0,1,0,0,14,0,0.325,0.293,0.618,2,0.2,0.5
박민우,NC,0.267,104,451,390,61,104,22,1,4,140,38,6,3,42,5,10,55,7,0.359,0.351,0.710,28,0.264,0.0
이명기,NC,0.260,94,341,300,36,78,13,2,0,95,23,6,2,30,0,3,56,8,0.317,0.331,0.648,20,0.253,0.167
오영수,NC,0.238,83,259,231,25,55,10,0,6,83,31,0,3,22,0,3,58,4,0.359,0.309,0.668,12,0.3,0.3
권희동,NC,0.227,82,280,238,30,54,5,1,5,76,22,2,1,31,1,8,44,3,0.319,0.335,0.654,13,0.218,0.0
김주원,NC,0.223,96,326,273,35,61,9,3,10,106,47,9,0,30,1,14,89,4,0.388,0.331,0.719,13,0.293,0.333
김기환,NC,0.221,73,131,113,26,25,5,1,0,32,6,2,1,13,0,2,38,0,0.283,0.310,0.593,4,0.241,0.0
박준영,NC,0.216,75,240,208,27,45,8,1,4,67,19,3,1,27,0,1,54,6,0.322,0.308,0.630,11,0.179,0.0
도태훈,NC,0.216,91,163,139,18,30,7,0,2,43,13,7,3,13,0,1,23,5,0.309,0.282,0.591,6,0.086,0.167
윤형준,NC,0.209,35,69,67,5,14,1,0,1,18,5,0,0,1,0,1,21,1,0.269,0.232,0.501,2,0.333,0.267
서호철,NC,0.205,89,214,195,26,40,8,0,2,54,14,3,0,12,0,4,41,6,0.277,0.265,0.542,9,0.137,0.143
이재용,NC,0.200,8,6,5,1,1,0,0,1,4,2,0,0,1,0,0,2,1,0.800,0.333,1.133,0,1.0,0.0
정진기,NC,0.189,39,59,53,4,10,2,0,1,15,4,0,0,6,0,0,19,1,0.283,0.271,0.554,0,0.231,0.273
박대온,NC,0.181,59,133,127,8,23,4,0,1,30,10,3,1,0,0,2,37,4,0.236,0.192,0.428,5,0.194,0.0
박석민,NC,0.149,16,58,47,3,7,2,0,0,9,2,1,0,9,0,1,8,3,0.191,0.298,0.489,2,0.0,0.0
정범모,NC,0.143,5,7,7,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.143,0.143,0.286,0,0.5,0.0
천재환,NC,0.143,29,36,35,4,5,1,0,1,9,1,0,0,0,0,1,11,1,0.257,0.167,0.424,0,0.0,0.286
김응민,NC,0.134,34,75,67,7,9,1,0,1,13,5,2,1,3,0,2,12,3,0.194,0.192,0.386,1,0.105,0.0
김수윤,NC,0.118,10,18,17,1,2,1,0,1,6,2,0,0,1,0,0,7,0,0.353,0.167,0.520,0,0.333,0.0
김한별,NC,0.095,24,23,21,0,2,0,0,0,2,0,2,0,0,0,0,6,0,0.095,0.095,0.190,0,0.0,0.0
김진호,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김태경,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
류진욱,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
오태양,NC,0.000,15,4,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0.000,0.250,0.250,0,0.0,0.0
원종현,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이용준,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이용찬,NC,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
하준영,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
한재승,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
라가레스,SSG,0.315,49,202,181,24,57,9,0,6,84,32,3,3,14,1,1,18,4,0.464,0.362,0.826,16,0.378,0.0
최지훈,SSG,0.304,144,640,569,93,173,32,4,10,243,61,13,4,47,0,7,77,7,0.427,0.362,0.789,43,0.362,1.0
김강민,SSG,0.303,84,202,178,24,54,11,0,5,80,18,2,1,18,2,3,39,1,0.449,0.375,0.824,13,0.317,0.364
최경모,SSG,0.301,98,75,73,16,22,2,0,0,24,4,1,0,1,0,0,18,1,0.329,0.311,0.640,5,0.333,0.5
박성한,SSG,0.298,140,564,494,68,147,24,4,2,185,56,6,2,60,1,2,81,5,0.374,0.375,0.749,35,0.31,0.0
이정범,SSG,0.273,7,11,11,2,3,0,0,0,3,1,0,0,0,0,0,2,0,0.273,0.273,0.546,0,0.5,0.667
최정,SSG,0.266,121,505,414,80,110,21,0,26,209,87,0,6,66,3,19,96,6,0.505,0.386,0.891,27,0.292,0.5
한유섬,SSG,0.264,135,545,458,62,121,33,1,21,219,100,0,5,66,6,16,137,8,0.478,0.372,0.850,31,0.284,0.111
추신수,SSG,0.259,112,499,409,77,106,20,1,16,176,58,2,4,71,1,13,100,6,0.430,0.382,0.812,29,0.299,0.25
최준우,SSG,0.250,10,16,12,0,3,0,0,0,3,1,0,1,3,0,0,3,0,0.250,0.375,0.625,1,0.0,0.333
전의산,SSG,0.249,77,266,241,36,60,15,1,13,116,45,0,1,24,3,0,84,6,0.481,0.316,0.797,15,0.323,0.3
오태곤,SSG,0.232,130,295,263,48,61,14,1,4,89,23,5,3,15,1,9,68,3,0.338,0.293,0.631,15,0.257,0.286
오준혁,SSG,0.230,47,67,61,3,14,2,0,0,16,6,1,0,5,0,0,15,4,0.262,0.288,0.550,2,0.286,0.167
김재현,SSG,0.222,18,20,18,2,4,1,0,0,5,4,2,0,0,0,0,3,2,0.278,0.222,0.500,1,0.222,0.0
석정우,SSG,0.222,9,9,9,1,2,0,0,0,2,0,0,0,0,0,0,3,0,0.222,0.222,0.444,0,0.0,0.0
크론,SSG,0.222,67,259,243,21,54,13,1,11,102,35,0,4,9,0,3,68,3,0.420,0.255,0.675,13,0.158,0.0
김민식,SSG,0.221,104,266,222,30,49,9,1,2,66,28,7,3,32,1,2,45,4,0.297,0.320,0.617,8,0.254,0.167
김성현,SSG,0.219,130,359,302,38,66,9,1,2,83,37,20,3,31,0,3,36,13,0.275,0.295,0.570,14,0.238,0.333
하재훈,SSG,0.215,60,114,107,18,23,6,1,6,49,13,0,2,4,0,1,40,0,0.458,0.246,0.704,2,0.172,0.278
최주환,SSG,0.211,97,333,298,36,63,14,2,9,108,41,0,2,29,2,4,55,5,0.362,0.288,0.650,15,0.195,0.125
이재원,SSG,0.201,105,279,234,27,47,6,0,4,65,28,9,3,25,1,8,44,13,0.278,0.296,0.574,5,0.208,0.125
조형우,SSG,0.167,9,13,12,2,2,1,0,0,3,1,0,0,1,0,0,3,0,0.250,0.231,0.481,1,1.0,0.0
안상현,SSG,0.158,46,47,38,12,6,0,0,2,12,5,3,0,5,0,1,12,2,0.316,0.273,0.589,0,0.273,0.25
이현석,SSG,0.133,9,15,15,0,2,0,0,0,2,1,0,0,0,0,0,5,1,0.133,0.133,0.266,0,0.25,0.25
이흥련,SSG,0.133,22,55,45,4,6,2,0,0,8,1,3,0,5,0,2,22,2,0.178,0.250,0.428,0,0.111,0.0
최항,SSG,0.100,15,24,20,0,2,0,0,0,2,1,0,1,2,0,1,7,0,0.100,0.208,0.308,1,0.0,0.0
최상민,SSG,0.071,27,18,14,3,1,0,0,0,1,1,1,0,3,0,0,4,0,0.071,0.235,0.306,0,0.0,0.0
고효준,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김규남,SSG,0.000,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0
김택형,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
서동민,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
전경원,SSG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
조요한,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
최민준,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김태근,두산,0.5,2,6,4,0,2,1,0,0,3,2,0,0,1,0,1,1,0,0.75,0.667,1.417,0,1.0,0.0
강현구,두산,0.333,3,5,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.333,0.6,0.933,0,0.0,0.0
안승한,두산,0.333,30,39,36,5,12,3,0,0,15,8,1,0,2,0,0,12,0,0.417,0.368,0.785,2,0.385,1.0
페르난데스,두산,0.309,139,550,508,52,157,28,0,6,203,77,0,5,35,0,2,45,34,0.4,0.353,0.753,43,0.343,0.5
안권수,두산,0.297,76,267,239,43,71,7,2,0,82,20,1,0,26,0,1,40,6,0.343,0.368,0.711,19,0.32,0.0
허경민,두산,0.289,121,493,432,59,125,23,0,8,172,60,2,7,36,3,16,40,12,0.398,0.36,0.758,33,0.317,0.0
전민재,두산,0.289,35,46,45,11,13,1,0,0,14,0,1,0,0,0,0,12,3,0.311,0.289,0.6,1,0.0,0.0
김민혁,두산,0.284,38,97,88,11,25,2,0,5,42,16,0,0,7,0,2,25,6,0.477,0.351,0.828,5,0.32,0.294
강승호,두산,0.264,134,487,444,54,117,28,1,10,177,62,6,5,29,0,3,100,8,0.399,0.31,0.709,34,0.299,0.25
정수빈,두산,0.259,127,455,405,58,105,12,4,3,134,41,6,4,39,1,1,56,2,0.331,0.323,0.654,29,0.237,0.0
송승환,두산,0.25,11,28,28,3,7,1,0,1,11,4,0,0,0,0,0,7,0,0.393,0.25,0.643,1,0.182,0.667
박세혁,두산,0.248,128,402,351,33,87,13,1,3,111,41,8,4,33,1,6,71,4,0.316,0.32,0.636,18,0.354,0.2
김재환,두산,0.248,128,517,448,64,111,24,1,23,206,72,0,4,61,4,4,133,5,0.46,0.34,0.8,22,0.271,0.333
김인태,두산,0.247,83,279,235,25,58,6,0,5,79,25,0,0,41,1,3,47,6,0.336,0.366,0.702,11,0.246,0.25
양석환,두산,0.244,107,446,405,58,99,14,1,20,175,51,0,2,32,3,7,101,3,0.432,0.309,0.741,23,0.245,0.0
양찬열,두산,0.244,41,94,82,15,20,4,0,3,33,12,1,0,11,0,0,23,2,0.402,0.333,0.735,3,0.238,0.5
이유찬,두산,0.241,13,31,29,3,7,0,0,1,10,2,1,1,0,0,0,12,0,0.345,0.233,0.578,2,0.0,0.0
김대한,두산,0.24,51,110,96,13,23,6,1,4,43,11,2,1,5,0,6,27,0,0.448,0.315,0.763,2,0.222,0.5
박유연,두산,0.235,13,19,17,0,4,0,0,0,4,2,0,0,1,0,1,5,1,0.235,0.316,0.551,0,0.25,0.333
조수행,두산,0.235,117,134,119,36,28,4,1,1,37,9,2,2,10,0,1,31,4,0.311,0.295,0.606,3,0.219,0.0
박계범,두산,0.221,77,168,145,21,32,8,0,2,46,14,6,2,12,1,3,40,1,0.317,0.29,0.607,3,0.156,0.0
김재호,두산,0.215,102,264,223,26,48,7,0,1,58,21,7,4,28,0,2,33,5,0.26,0.304,0.564,8,0.149,0.2
안재석,두산,0.213,99,264,235,22,50,10,0,3,69,17,4,2,19,1,4,71,5,0.294,0.281,0.575,8,0.217,0.5
장승현,두산,0.208,60,109,96,6,20,3,0,0,23,9,3,1,5,0,4,27,2,0.24,0.274,0.514,4,0.241,0.0
오재원,두산,0.172,18,31,29,2,5,2,0,0,7,4,0,1,1,0,0,9,1,0.241,0.194,0.435,0,0.111,0.0
홍성호,두산,0.167,12,19,18,3,3,0,0,0,3,0,0,0,1,0,0,7,1,0.167,0.211,0.378,1,0.0,0.0
강진성,두산,0.163,40,94,80,7,13,2,0,1,18,8,1,0,11,1,2,20,2,0.225,0.28,0.505,2,0.217,0.273
서예일,두산,0.16,35,27,25,2,4,1,0,0,5,2,1,0,1,0,0,6,1,0.2,0.192,0.392,0,0.167,0.0
신성현,두산,0.087,17,25,23,3,2,0,0,1,5,2,0,0,2,0,0,5,2,0.217,0.16,0.377,0,0.125,0.0
권민석,두산,0.0,16,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0
김강률,두산,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김동주,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김명신,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김지용,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
